-7.166643008277757687e+00,4.658332850493992083e+01,-0.000000000000000000e+00
-7.166619350104724617e+00,4.658332367083691139e+01,-0.000000000000000000e+00
-7.166595691936015200e+00,4.658331883672905604e+01,-0.000000000000000000e+00
-7.166572033771683614e+00,4.658331400261636190e+01,-0.000000000000000000e+00
-7.166548375611677457e+00,4.658330916849885028e+01,-0.000000000000000000e+00
-7.166524717455996729e+00,4.658330433437647145e+01,-0.000000000000000000e+00
-7.166664300637199503e+00,4.658333285562850534e+01,-0.000000000000000000e+00
-7.166664301911051638e+00,4.658333285599918128e+01,6.471373039692052478e-03
-7.166662167014177243e+00,4.658333237947493188e+01,1.354819408365121047e-01
-7.166637609692228850e+00,4.658332586207689019e+01,4.841343007610232063e-01
-7.166612038726892564e+00,4.658331744670173435e+01,9.508052598237851649e-01
-7.166585499501551659e+00,4.658330721445451417e+01,1.480884783279563965e+00
-7.166558082177329148e+00,4.658329531901695475e+01,2.067858823969821902e+00
-7.166529934109345135e+00,4.658328200270590713e+01,2.708957402578208828e+00
-7.166501234539845555e+00,4.658326754412376403e+01,3.397536232318154159e+00
-7.166472165222518065e+00,4.658325220599860472e+01,4.124357164901959472e+00
-7.166442888050981175e+00,4.658323620780944907e+01,4.880272299027789806e+00
-7.166413536546216712e+00,4.658321972098497099e+01,5.657412575149085576e+00
-7.166384219943512157e+00,4.658320287319655506e+01,6.449556081557508591e+00
-7.166355022475861425e+00,4.658318575775774661e+01,7.252023862925609521e+00
-7.166326000881893421e+00,4.658316844322804684e+01,8.061433483758674967e+00
-7.166297169789280552e+00,4.658315098199120285e+01,8.875578521305882873e+00
-7.166268530520809144e+00,4.658313341128911844e+01,9.692914622858005202e+00
-7.166240086617705174e+00,4.658311575681761241e+01,1.051234281039919871e+01
-7.166211838227010134e+00,4.658309803718638875e+01,1.133309883395244100e+01
-7.166183749807657932e+00,4.658308027143956309e+01,1.215465335265618840e+01
-7.166155788164323859e+00,4.658306247385280585e+01,1.297664661629122840e+01
-7.166127926319137309e+00,4.658304465405949202e+01,1.379890133442916067e+01
-7.166100148056129271e+00,4.658302681758236474e+01,1.462131027193325039e+01
-7.166072438327432792e+00,4.658300896871885044e+01,1.544379108265504819e+01
-7.166044783789071282e+00,4.658299111083441346e+01,1.626628695847948691e+01
-7.166017175469002076e+00,4.658297324618979474e+01,1.708875880685876680e+01
-7.165989607767516922e+00,4.658295537623919813e+01,1.791118154366999349e+01
-7.165962062979256864e+00,4.658293750366142660e+01,1.873356996306426936e+01
-7.165934507056103797e+00,4.658291963303951633e+01,1.955594500270784053e+01
-7.165906911549295266e+00,4.658290176824431938e+01,2.037831632659620951e+01
-7.165879259086485042e+00,4.658288391172086307e+01,2.120069049590300381e+01
-7.165851535206941847e+00,4.658286606563864041e+01,2.202307202511431328e+01
-7.165823727609981653e+00,4.658284823198867741e+01,2.284546391757433881e+01
-7.165795829595604793e+00,4.658283041205586272e+01,2.366786542006074612e+01
-7.165767836784641354e+00,4.658281260686722192e+01,2.449027462199890337e+01
-7.165739748258065589e+00,4.658279481693633528e+01,2.531269072269130049e+01
-7.165711558317368279e+00,4.658277704357929139e+01,2.613511318497925018e+01
-7.165683266515511463e+00,4.658275928727654502e+01,2.695754164047475143e+01
-7.165654874169350208e+00,4.658274154820980328e+01,2.777997596481597498e+01
-7.165626389805366259e+00,4.658272382520385690e+01,2.860242203820835982e+01
-7.165597845082265493e+00,4.658270611274201656e+01,2.942488804085717291e+01
-7.165569272073574858e+00,4.658268840503645691e+01,3.024737828249720906e+01
-7.165540694651904907e+00,4.658267069770795388e+01,3.106989568528408441e+01
-7.165512126177414842e+00,4.658265298828744960e+01,3.189244226026075069e+01
